epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss,testset_Energy_MAE,testset_Force_MAE,testset_Stress_MAE,testset_Energy_Loss,testset_Force_Loss,testset_Stress_Loss,testset_TotalLoss
96,0.005250,0.028716,0.060781,4.819960,0.000245,0.000565,0.048168,0.001292,0.040401,0.072439,6.103624,0.000359,0.000687,0.060942,0.001655,0.032272,0.073590,7.176679,0.000279,0.000696,0.071880,0.001694
97,0.005200,0.028840,0.061428,4.822878,0.000246,0.000572,0.048197,0.001299,0.040927,0.077826,6.199398,0.000364,0.000740,0.061856,0.001723,0.032372,0.079511,7.100616,0.000280,0.000754,0.071292,0.001748
98,0.005150,0.028691,0.060557,4.772972,0.000245,0.000563,0.047696,0.001285,0.038775,0.070504,6.036641,0.000344,0.000666,0.060265,0.001613,0.031065,0.073682,7.095126,0.000269,0.000695,0.071088,0.001674
99,0.005100,0.028528,0.060543,4.755010,0.000243,0.000563,0.047517,0.001281,0.039303,0.073063,6.057104,0.000349,0.000692,0.060460,0.001646,0.031296,0.074819,6.974978,0.000271,0.000713,0.069810,0.001682
100,0.005050,0.028656,0.060622,4.796075,0.000244,0.000563,0.047927,0.001287,0.041007,0.072052,6.262316,0.000364,0.000681,0.062539,0.001671,0.032810,0.076494,7.357255,0.000285,0.000725,0.073890,0.001749
101,0.005000,0.027941,0.059944,4.708631,0.000237,0.000557,0.047053,0.001264,0.038650,0.070998,6.201711,0.000343,0.000671,0.061921,0.001634,0.030341,0.075120,7.178324,0.000262,0.000712,0.072021,0.001693
102,0.004951,0.028013,0.059930,4.717481,0.000238,0.000556,0.047143,0.001266,0.039506,0.073596,6.129058,0.000351,0.000697,0.061204,0.001660,0.031944,0.075693,7.119902,0.000277,0.000720,0.071465,0.001712
103,0.004901,0.027761,0.059313,4.655187,0.000236,0.000550,0.046520,0.001251,0.039806,0.073752,6.135166,0.000353,0.000700,0.061224,0.001665,0.031568,0.075354,7.067027,0.000274,0.000715,0.070709,0.001695
104,0.004851,0.027805,0.059176,4.676134,0.000236,0.000549,0.046728,0.001253,0.038310,0.073155,6.143448,0.000339,0.000693,0.061329,0.001646,0.030991,0.076726,7.060791,0.000268,0.000728,0.070745,0.001704
105,0.004801,0.027419,0.058674,4.651565,0.000232,0.000544,0.046483,0.001242,0.039272,0.071178,6.196697,0.000348,0.000674,0.061847,0.001641,0.031275,0.073605,7.095463,0.000270,0.000694,0.071086,0.001675
